"","ST_CASE","VEH_NO","HIT_RUNNAME","NUMOCCSNAME","L_STATENAME","SPEEDRELNAME","VSPD_LIM"
"15780",130573,2,"No","None","No Driver Present/Unknown if Driver Present","No Driver Present/Unknown if Driver Present",65
"15781",130575,1,"No","01","Georgia","No",30
"15782",130575,2,"No","01","Georgia","No",45
"15783",130576,1,"No","01","Georgia","Yes, Exceeded Speed Limit",45
"15784",130576,2,"No","01","Georgia","No",0
"15785",130576,3,"No","02","Georgia","No",45
"15786",130576,4,"No","01","Georgia","No",45
"15787",130577,1,"No","01","Georgia","No",55
"15788",130578,1,"No","01","Georgia","No",35
"15789",130579,1,"No","02","Georgia","No",55
"15790",130579,2,"No","02","Georgia","No",55
"15791",130579,3,"No","01","Georgia","No",45
"15792",130580,1,"No","01","Georgia","No",50
"15793",130580,2,"No","01","Georgia","No",55
"15794",130580,3,"No","03","Georgia","No",50
"15795",130581,1,"No","01","Georgia","Yes, Too Fast for Conditions",55
"15796",130581,2,"No","01","North Carolina","No",55
"15797",130582,1,"No","01","Georgia","Yes, Exceeded Speed Limit",65
"15798",130583,1,"No","01","Georgia","No",45
"15799",130584,1,"No","01","Georgia","Yes, Too Fast for Conditions",35
"15800",130585,1,"No","02","Georgia","Yes, Exceeded Speed Limit",25
"15801",130585,2,"No","02","Georgia","No",25
"15802",130586,1,"No","01","Alabama","No",70
"15803",130586,2,"No","01","Georgia","No",70
"15804",130587,1,"No","01","Georgia","Yes, Exceeded Speed Limit",35
"15805",130588,1,"No","05","Georgia","No",45
"15806",130588,2,"No","01","Georgia","No",45
"15807",130589,1,"No","01","South Dakota","Yes, Specifics Unknown",55
"15808",130590,1,"No","02","Georgia","No",60
"15809",130590,3,"No","02","Georgia","No",60
"15810",130591,1,"No","02","Georgia","No",55
"15811",130592,1,"No","01","Georgia","No",50
"15812",130592,2,"No","01","Georgia","No",35
"15813",130593,1,"No","01","Georgia","No",45
"15814",130594,1,"No","01","Mississippi","Yes, Too Fast for Conditions",45
"15815",130594,2,"No","01","Georgia","No",45
"15816",130595,1,"No","03","Georgia","No",25
"15817",130595,2,"No","01","Georgia","No",55
"15818",130596,1,"No","01","Georgia","No",55
"15819",130596,2,"No","01","Georgia","No",55
"15820",130597,1,"No","03","Georgia","No",55
"15821",130598,1,"No","02","Georgia","Yes, Too Fast for Conditions",45
"15822",130599,1,"No","01","Georgia","No",45
"15823",130599,2,"Yes","Unknown","Georgia","No",45
"15824",130600,1,"No","05","Georgia","No",35
"15825",130600,2,"No","01","Florida","No",35
"15826",130601,1,"No","03","Georgia","Yes, Exceeded Speed Limit",35
"15827",130601,2,"No","02","Georgia","No",35
"15828",130601,3,"No","01","Georgia","No",35
"15829",130602,1,"No","01","Georgia","No",55
"15830",130602,2,"No","01","Georgia","No",55
"15831",130603,1,"No","04","Georgia","No",55
"15832",130604,1,"No","01","Georgia","No",55
"15833",130605,1,"No","01","Georgia","No",45
"15834",130605,2,"No","01","Georgia","No",45
"15835",130606,1,"No","01","Georgia","No",70
"15836",130606,2,"No","01","Florida","No",70
"15837",130607,1,"No","01","South Carolina","No",55
"15838",130607,2,"No","01","Georgia","No",45
"15839",130607,3,"No","02","Georgia","No",45
"15840",130608,1,"No","01","Georgia","No",45
"15841",130609,1,"No","01","Georgia","No",45
"15842",130609,2,"No","01","Georgia","No",45
"15843",130610,1,"No","01","Georgia","No",55
"15844",130610,2,"No","03","Georgia","No",55
"15845",130611,1,"No","01","Georgia","No",25
"15846",130612,1,"No","01","Georgia","No",45
"15847",130612,2,"No","01","Illinois","No",45
"15848",130613,1,"No","01","Georgia","No",55
"15849",130614,1,"No","02","Georgia","No",35
"15850",130614,2,"No","02","Georgia","No",35
"15851",130615,1,"No","01","Georgia","No",25
"15852",130616,1,"No","01","Georgia","No",45
"15853",130616,2,"No","05","Georgia","No",65
"15854",130617,1,"No","02","Georgia","No",45
"15855",130618,1,"No","03","Georgia","Yes, Too Fast for Conditions",70
"15856",130619,1,"No","02","Georgia","No",35
"15857",130620,1,"No","01","Tennessee","No",55
"15858",130621,1,"No","01","Georgia","No",55
"15859",130621,2,"No","01","Georgia","No",55
"15860",130621,3,"No","05","Georgia","No",55
"15861",130622,1,"No","01","Georgia","Yes, Too Fast for Conditions",45
"15862",130623,1,"No","01","Georgia","No",35
"15863",130624,1,"Yes","Unknown","Georgia","No",40
"15864",130625,1,"No","01","Georgia","No",40
"15865",130625,2,"No","01","Georgia","No",40
"15866",130625,3,"No","01","Georgia","No",40
"15867",130626,1,"No","01","Georgia","No",40
"15868",130626,2,"No","05","Georgia","No",40
"15869",130627,1,"No","01","Georgia","No",45
"15870",130628,1,"No","02","Georgia","No",55
"15871",130629,1,"No","02","Georgia","Yes, Too Fast for Conditions",45
"15872",130629,2,"No","01","Georgia","No",45
"15873",130630,1,"No","01","Georgia","No",55
"15874",130630,2,"No","01","Georgia","No",55
"15875",130631,1,"No","03","Georgia","No",45
"15876",130631,2,"No","01","Washington","No",45
"15877",130632,1,"No","04","Georgia","No",35
"15878",130633,1,"No","01","Georgia","No",55
"15879",130634,1,"No","01","Rhode Island","Yes, Too Fast for Conditions",70
"15880",130634,2,"No","04","South Carolina","No",70
"15881",130635,1,"No","01","Georgia","No",35
"15882",130635,2,"No","02","Georgia","No",35
"15883",130636,1,"No","03","Georgia","No",45
"15884",130636,2,"No","01","Georgia","No",45
"15885",130637,1,"No","01","Georgia","No",45
"15886",130637,2,"No","01","Georgia","No",45
"15887",130638,1,"No","01","Georgia","No",55
"15888",130638,2,"No","02","Georgia","No",55
"15889",130639,1,"No","02","Georgia","No",45
"15890",130639,2,"No","01","Georgia","No",55
"15891",130640,1,"No","01","Georgia","No",45
"15892",130640,2,"No","01","Georgia","No",45
"15893",130640,3,"No","01","Georgia","No",45
"15894",130641,1,"No","02","Georgia","Yes, Too Fast for Conditions",55
"15895",130641,2,"No","01","Georgia","No",55
"15896",130642,1,"No","01","Georgia","No",65
"15897",130642,2,"No","01","Georgia","No",65
"15898",130643,1,"No","01","Florida","No",55
"15899",130643,2,"No","01","Georgia","No",55
"15900",130644,1,"No","01","Georgia","No",45
"15901",130645,1,"No","01","Georgia","Yes, Exceeded Speed Limit",35
"15902",130646,1,"No","04","Georgia","No",55
"15903",130646,2,"No","01","South Carolina","No",55
"15904",130647,1,"No","01","Florida","No",45
"15905",130647,2,"No","03","Reported as Unknown","No",45
"15906",130647,3,"No","01","Reported as Unknown","No",45
"15907",130648,1,"No","01","Georgia","No",45
"15908",130648,2,"No","01","Georgia","No",45
"15909",130649,1,"No","01","Georgia","No",45
"15910",130650,1,"No","01","Georgia","No",45
"15911",130650,2,"No","01","Georgia","No",45
"15912",130651,1,"No","03","Georgia","Yes, Exceeded Speed Limit",45
"15913",130652,1,"No","01","Georgia","Yes, Exceeded Speed Limit",65
"15914",130653,1,"No","01","Georgia","No",25
"15915",130653,2,"No","02","Georgia","No",25
"15916",130654,1,"No","01","Georgia","No",45
"15917",130654,2,"No","01","Georgia","No",45
"15918",130655,1,"No","02","Georgia","Yes, Exceeded Speed Limit",35
"15919",130655,2,"No","01","Virginia","No",35
"15920",130656,1,"No","01","Georgia","No",45
"15921",130656,2,"No","04","Georgia","No",45
"15922",130656,3,"No","03","Georgia","No",45
"15923",130657,1,"No","04","North Carolina","No",70
"15924",130658,1,"No","01","Georgia","No",45
"15925",130658,2,"No","03","Georgia","No",45
"15926",130659,1,"No","01","Georgia","No",45
"15927",130660,1,"No","01","Tennessee","No",50
"15928",130660,2,"No","01","Georgia","No",50
"15929",130661,1,"No","02","Georgia","Yes, Exceeded Speed Limit",55
"15930",130662,1,"No","01","Georgia","No",65
"15931",130663,1,"No","01","Georgia","Yes, Too Fast for Conditions",45
"15932",130664,1,"No","01","Georgia","Yes, Exceeded Speed Limit",40
"15933",130664,2,"No","02","Georgia","No",0
"15934",130664,3,"No","03","Georgia","No",40
"15935",130665,1,"No","02","Georgia","No",60
"15936",130666,1,"No","04","Georgia","Yes, Too Fast for Conditions",50
"15937",130667,1,"No","01","Tennessee","Yes, Too Fast for Conditions",70
"15938",130667,2,"No","01","Georgia","No",70
"15939",130668,1,"No","02","Georgia","No",45
"15940",130668,2,"No","01","Georgia","No",45
"15941",130669,1,"No","02","Mexico","No",70
"15942",130670,1,"No","01","Georgia","No",70
"15943",130670,2,"No","04","Georgia","No",70
"15944",130671,1,"No","01","Georgia","No",45
"15945",130672,1,"No","01","Georgia","No",45
"15946",130672,2,"No","01","Georgia","No",45
"15947",130673,1,"No","01","Tennessee","No",55
"15948",130673,2,"No","01","Georgia","No",55
"15949",130674,1,"No","02","Georgia","No",55
"15950",130674,2,"No","02","Georgia","No",55
"15951",130675,1,"No","02","Georgia","No",35
"15952",130675,2,"No","03","Georgia","No",45
"15953",130676,1,"No","01","Georgia","No",45
"15954",130677,1,"No","01","Georgia","No",45
"15955",130678,1,"No","01","Georgia","No",35
"15956",130678,2,"No","02","Georgia","No",35
"15957",130679,1,"No","01","Georgia","No",65
"15958",130679,2,"No","05","North Carolina","No",65
"15959",130679,3,"No","01","Georgia","No",65
"15960",130680,1,"No","01","Georgia","No",55
"15961",130680,2,"No","03","Georgia","No",55
"15962",130681,1,"No","01","Georgia","No",55
"15963",130681,2,"No","01","Georgia","No",55
"15964",130682,1,"No","01","Georgia","No",55
"15965",130683,1,"No","01","Georgia","No",65
"15966",130684,1,"No","None","No Driver Present/Unknown if Driver Present","No Driver Present/Unknown if Driver Present",60
"15967",130684,2,"No","01","Georgia","No",60
"15968",130685,1,"No","01","Georgia","Yes, Too Fast for Conditions",70
"15969",130686,1,"No","01","Georgia","No",45
"15970",130687,1,"No","01","Georgia","No",55
"15971",130688,1,"No","01","Georgia","No",25
"15972",130689,1,"No","01","Georgia","No",35
"15973",130689,2,"No","01","Georgia","No",35
"15974",130690,1,"No","01","Georgia","No",0
"15975",130690,2,"No","01","Georgia","No",45
"15976",130691,1,"No","01","Georgia","No",0
"15977",130691,2,"No","04","Georgia","No",45
"15978",130692,1,"No","02","Tennessee","Yes, Too Fast for Conditions",25
"15979",130693,1,"No","01","Georgia","No",45
"15980",130693,2,"No","01","Georgia","No",55
"15981",130694,1,"No","01","Georgia","No",35
"15982",130695,1,"Yes","Unknown","Reported as Unknown","No",35
"15983",130696,1,"No","01","Georgia","No",55
"15984",130696,2,"No","01","Georgia","No",55
"15985",130697,1,"No","01","Georgia","No",45
"15986",130697,2,"No","01","Georgia","No",45
"15987",130698,1,"No","01","Georgia","No",55
"15988",130699,1,"No","01","Georgia","Yes, Too Fast for Conditions",45
"15989",130700,1,"Yes","Unknown","Georgia","Yes, Specifics Unknown",15
"15990",130701,1,"No","03","Georgia","No",55
"15991",130701,2,"No","01","Georgia","No",55
"15992",130703,1,"No","02","Georgia","No",35
"15993",130704,1,"No","01","Georgia","No",55
"15994",130704,2,"No","01","Georgia","No",55
"15995",130705,1,"No","03","Georgia","No",55
"15996",130706,1,"Yes","Unknown","Reported as Unknown","Reported as Unknown",45
"15997",130707,1,"No","01","Georgia","No",55
"15998",130708,1,"No","01","Georgia","No",45
"15999",130709,1,"No","01","Georgia","Yes, Exceeded Speed Limit",45
"16000",130710,1,"No","06","Georgia","No",70
"16001",130710,2,"No","04","Georgia","No",70
"16002",130710,3,"No","10","Alabama","No",70
"16003",130710,4,"No","01","North Carolina","No",70
"16004",130710,5,"No","03","South Carolina","No",70
"16005",130711,1,"No","01","Georgia","No",55
"16006",130712,1,"No","01","Georgia","Yes, Too Fast for Conditions",65
"16007",130713,1,"No","01","Georgia","No",45
"16008",130713,2,"No","01","Georgia","No",45
"16009",130714,1,"No","01","Georgia","Yes, Exceeded Speed Limit",65
"16010",130714,2,"No","01","Georgia","No",65
"16011",130715,1,"No","02","Georgia","No",30
"16012",130715,2,"No","01","Georgia","No",40
"16013",130716,1,"No","01","Georgia","No",45
"16014",130717,1,"No","01","Georgia","No",35
"16015",130718,1,"No","01","Georgia","Yes, Exceeded Speed Limit",35
"16016",130718,2,"No","02","Georgia","No",35
"16017",130719,1,"No","01","Georgia","No",45
"16018",130720,1,"No","01","Florida","No",55
"16019",130720,2,"No","01","Alabama","No",55
"16020",130721,1,"No","05","Delaware","No",65
"16021",130722,1,"No","02","Tennessee","No",70
"16022",130724,1,"No","01","Georgia","No",40
"16023",130725,1,"No","01","Georgia","No",55
"16024",130726,1,"No","02","Georgia","No",65
"16025",130726,2,"No","02","Georgia","No",65
"16026",130727,1,"No","01","Georgia","No",45
"16027",130727,2,"No","01","Georgia","No",65
"16028",130727,3,"No","01","North Carolina","No",65
"16029",130728,1,"No","01","Georgia","No",55
"16030",130728,2,"No","01","Georgia","No",55
"16031",130729,1,"No","02","Georgia","No",45
"16032",130730,1,"No","02","Georgia","No",55
"16033",130730,2,"No","01","Alabama","No",55
"16034",130732,1,"No","01","Georgia","No",45
"16035",130732,2,"No","01","Texas","No",45
"16036",130733,1,"No","03","Georgia","No",55
"16037",130733,2,"No","01","Georgia","No",55
"16038",130734,1,"No","05","Georgia","No",35
"16039",130734,2,"No","01","Georgia","No",55
"16040",130735,1,"No","02","Georgia","No",55
"16041",130735,2,"No","02","Georgia","No",55
"16042",130736,1,"No","01","Georgia","No",55
"16043",130737,1,"No","01","Georgia","No",35
"16044",130738,1,"No","01","Georgia","No",35
"16045",130739,1,"No","01","Georgia","No",40
"16046",130740,1,"No","01","Georgia","Yes, Too Fast for Conditions",55
"16047",130740,2,"No","01","Georgia","No",55
"16048",130741,1,"No","01","Georgia","No",25
"16049",130742,1,"No","01","Georgia","No",55
"16050",130742,2,"No","01","Georgia","No",55
"16051",130743,1,"No","01","Georgia","Yes, Too Fast for Conditions",55
"16052",130744,1,"No","03","Georgia","Yes, Exceeded Speed Limit",55
"16053",130745,1,"No","02","Georgia","No",45
"16054",130745,2,"No","03","Georgia","No",45
"16055",130746,1,"No","03","Georgia","No",65
"16056",130746,3,"No","01","Georgia","No",65
"16057",130747,1,"No","02","Georgia","No",55
"16058",130747,2,"No","02","Georgia","No",55
"16059",130747,3,"No","02","Georgia","No",55
"16060",130748,1,"No","01","Florida","No",25
"16061",130748,2,"No","01","Georgia","No",25
"16062",130749,1,"No","01","Georgia","No",45
"16063",130750,1,"No","01","Georgia","No",55
"16064",130750,2,"No","01","Georgia","No",55
"16065",130751,1,"No","01","Georgia","No",65
"16066",130751,2,"No","01","Georgia","No",65
"16067",130752,1,"No","01","Georgia","No",35
"16068",130753,1,"No","01","Georgia","Yes, Exceeded Speed Limit",35
"16069",130753,2,"No","02","Georgia","No",35
"16070",130754,1,"No","03","Georgia","No",35
"16071",130755,1,"No","01","Georgia","No",0
"16072",130755,2,"No","01","North Carolina","No",55
"16073",130756,1,"No","09","Georgia","No",45
"16074",130756,2,"No","01","Georgia","No",45
"16075",130757,1,"No","02","Georgia","No",70
"16076",130758,1,"No","06","Georgia","No",55
"16077",130758,2,"No","01","Georgia","No",65
"16078",130759,1,"No","02","Florida","No",60
"16079",130759,2,"No","01","Georgia","No",60
"16080",130760,1,"No","01","Georgia","No",55
"16081",130761,1,"No","01","Georgia","No",65
"16082",130761,2,"No","01","Alabama","No",65
"16083",130761,3,"No","03","Georgia","No",65
"16084",130762,1,"No","01","Georgia","No",45
"16085",130763,1,"No","01","South Carolina","No",45
"16086",130764,1,"No","02","Georgia","No",55
"16087",130765,1,"No","01","Georgia","No",35
"16088",130766,1,"No","01","Georgia","No",45
"16089",130767,1,"No","01","Alabama","No",45
"16090",130768,1,"Yes","01","Georgia","No",65
"16091",130768,2,"No","01","Georgia","No",65
"16092",130769,1,"No","03","Georgia","Yes, Exceeded Speed Limit",35
"16093",130769,2,"No","02","Georgia","No",35
"16094",130770,1,"Yes","01","Georgia","No",45
"16095",130771,1,"No","02","Georgia","No",55
"16096",130772,1,"No","02","Georgia","No",55
"16097",130773,1,"No","01","Georgia","No",55
"16098",130773,2,"No","01","Florida","No",55
"16099",130774,1,"No","01","Georgia","No",45
"16100",130774,2,"No","03","Georgia","No",45
"16101",130775,1,"No","02","Alabama","No",45
"16102",130776,1,"No","02","Georgia","No",65
"16103",130777,1,"No","01","Georgia","No",55
"16104",130777,2,"No","01","Georgia","No",55
"16105",130778,1,"No","01","Georgia","No",35
"16106",130778,2,"No","02","Georgia","No",35
"16107",130779,1,"No","02","Georgia","Yes, Exceeded Speed Limit",45
"16108",130779,2,"No","01","Georgia","No",45
"16109",130779,3,"No","04","Georgia","No",45
"16110",130780,1,"No","01","Georgia","No",55
"16111",130781,1,"No","01","Georgia","No",55
"16112",130781,2,"No","01","Georgia","No",55
"16113",130782,1,"No","01","North Carolina","No",45
"16114",130782,2,"No","01","Georgia","No",45
"16115",130783,1,"No","01","Georgia","No",35
"16116",130784,1,"No","02","Georgia","No",55
"16117",130785,1,"No","01","Georgia","No",45
"16118",130786,1,"No","01","Georgia","No",25
"16119",130786,2,"No","01","Georgia","No",30
"16120",130787,1,"No","01","Georgia","No",55
"16121",130788,1,"No","01","Georgia","No",45
"16122",130788,2,"No","01","Georgia","No",45
"16123",130788,3,"No","05","California","No",45
"16124",130788,4,"No","01","Georgia","No",45
"16125",130789,1,"No","01","Georgia","No",55
"16126",130789,2,"No","01","Georgia","No",55
"16127",130790,1,"Yes","Unknown","Not Reported","Reported as Unknown",30
"16128",130791,1,"No","01","Georgia","No",55
"16129",130792,1,"No","01","Georgia","No",45
"16130",130793,1,"No","02","Georgia","Yes, Too Fast for Conditions",65
"16131",130794,1,"No","01","Georgia","No",65
"16132",130794,2,"No","01","Georgia","No",65
"16133",130795,1,"No","01","Georgia","No",65
"16134",130796,1,"Yes","Unknown","Reported as Unknown","Reported as Unknown",70
"16135",130797,1,"No","01","Georgia","No",55
"16136",130798,1,"No","01","Georgia","No",40
"16137",130799,1,"No","01","Georgia","No",65
"16138",130799,3,"No","01","Georgia","No",65
"16139",130800,1,"No","01","Georgia","No",55
"16140",130801,1,"No","01","Florida","No",70
"16141",130801,2,"No","01","Georgia","No",70
"16142",130802,1,"No","02","Georgia","No",45
"16143",130802,2,"No","01","Georgia","No",45
"16144",130803,1,"No","03","Georgia","No",35
"16145",130804,1,"No","01","Kentucky","No",70
"16146",130804,2,"No","01","Georgia","No",70
"16147",130805,1,"No","03","Georgia","Yes, Too Fast for Conditions",55
"16148",130806,1,"No","01","Florida","No",55
"16149",130806,2,"No","01","Georgia","No",55
"16150",130807,1,"No","01","Georgia","No",30
"16151",130808,1,"No","01","Georgia","No",55
"16152",130809,1,"No","03","Georgia","No",35
"16153",130809,2,"No","01","Georgia","No",45
"16154",130810,1,"No","02","Georgia","No",50
"16155",130811,1,"No","02","Georgia","No",45
"16156",130812,1,"No","02","Georgia","No",35
"16157",130813,1,"No","01","Georgia","No",45
"16158",130814,1,"No","01","Georgia","No",45
"16159",130815,1,"No","01","Georgia","No",65
"16160",130816,1,"No","02","Georgia","No",45
"16161",130816,2,"No","01","Georgia","No",45
"16162",130817,1,"No","01","North Carolina","No",55
"16163",130818,1,"No","01","Georgia","Yes, Exceeded Speed Limit",55
"16164",130818,2,"No","02","Georgia","No",55
"16165",130819,1,"No","01","Massachusetts","No",65
"16166",130820,1,"No","01","Alabama","No",60
"16167",130821,1,"No","01","Georgia","No",55
"16168",130821,2,"No","01","Georgia","No",55
"16169",130822,1,"No","01","Georgia","No",55
"16170",130823,1,"No","01","Georgia","No",65
"16171",130823,2,"No","01","No Driver Present/Unknown if Driver Present","No Driver Present/Unknown if Driver Present",65
"16172",130824,1,"No","01","Georgia","No",55
"16173",130825,1,"No","02","Georgia","No",35
"16174",130826,1,"No","01","Georgia","No",35
"16175",130827,1,"No","03","Georgia","No",45
"16176",130828,1,"No","02","Georgia","No",55
"16177",130828,2,"No","01","Georgia","No",55
"16178",130829,1,"No","02","Georgia","No",40
"16179",130830,1,"No","01","Georgia","Yes, Exceeded Speed Limit",45
"16180",130830,2,"No","01","Georgia","No",45
"16181",130831,1,"No","01","Georgia","No",45
"16182",130832,1,"No","02","No Driver Present/Unknown if Driver Present","No Driver Present/Unknown if Driver Present",35
"16183",130833,1,"No","01","Georgia","Yes, Specifics Unknown",50
"16184",130834,1,"No","01","Georgia","No",45
"16185",130835,1,"No","02","Georgia","Yes, Too Fast for Conditions",70
"16186",130835,2,"No","01","Florida","No",70
"16187",130836,1,"No","01","Georgia","No",55
"16188",130836,2,"No","01","Georgia","No",55
"16189",130837,1,"No","01","Florida","No",55
"16190",130837,2,"No","01","Georgia","No",55
"16191",130838,1,"No","01","Georgia","No",55
"16192",130838,2,"No","01","Georgia","No",45
"16193",130839,1,"No","01","Georgia","No",30
"16194",130840,1,"No","01","Georgia","No",45
"16195",130840,2,"No","03","Alabama","No",45
"16196",130841,1,"No","02","Georgia","No",45
"16197",130841,2,"No","01","Georgia","No",40
"16198",130842,1,"Yes","Unknown","Reported as Unknown","Yes, Specifics Unknown",45
"16199",130843,1,"No","01","Georgia","No",55
"16200",130843,2,"No","02","Georgia","No",55
"16201",130844,1,"No","01","Georgia","Yes, Exceeded Speed Limit",45
"16202",130844,2,"No","01","Georgia","No",45
"16203",130844,3,"No","01","Georgia","No",45
"16204",130845,1,"No","01","Georgia","Yes, Exceeded Speed Limit",35
"16205",130845,2,"No","02","Georgia","No",35
"16206",130845,3,"No","01","Georgia","No",35
"16207",130846,1,"No","02","Georgia","No",35
"16208",130847,1,"No","01","Georgia","No",45
"16209",130848,1,"No","01","Georgia","No",35
"16210",130849,1,"No","01","Georgia","No",55
"16211",130849,2,"No","01","Georgia","No",55
"16212",130850,1,"No","01","Georgia","Yes, Too Fast for Conditions",35
"16213",130851,1,"No","02","Georgia","No",35
"16214",130852,1,"No","01","Florida","No",70
"16215",130852,2,"No","04","Georgia","No",70
"16216",130852,3,"No","01","Florida","No",70
"16217",130853,1,"No","01","Georgia","No",55
"16218",130854,1,"No","02","Georgia","No",45
"16219",130854,2,"No","01","Georgia","No",45
"16220",130855,1,"No","01","Georgia","No",55
"16221",130856,1,"No","02","Georgia","Yes, Too Fast for Conditions",55
"16222",130857,1,"No","01","Georgia","No",45
"16223",130858,1,"No","01","Georgia","No",55
"16224",130858,2,"No","02","Georgia","No",55
"16225",130859,1,"No","01","Florida","No",55
"16226",130859,2,"No","01","Georgia","No",55
"16227",130860,1,"No","01","Texas","No",70
"16228",130861,1,"No","01","Georgia","No",60
"16229",130862,1,"No","01","Georgia","No",25
"16230",130863,1,"No","01","Georgia","No",55
"16231",130863,2,"No","02","Georgia","No",55
"16232",130863,3,"No","01","Georgia","No",55
"16233",130864,1,"No","01","Georgia","No",45
"16234",130864,2,"No","02","Georgia","No",45
"16235",130865,1,"No","01","Georgia","No",45
"16236",130866,1,"No","01","Georgia","No",55
"16237",130866,2,"No","01","Georgia","No",55
"16238",130867,1,"No","01","Georgia","No",35
"16239",130868,1,"No","01","Georgia","No",55
"16240",130869,1,"No","01","Georgia","No",45
"16241",130869,2,"No","01","Georgia","No",45
"16242",130869,3,"No","02","Georgia","No",45
"16243",130870,1,"No","01","Georgia","No",35
"16244",130870,2,"No","01","Georgia","No",35
"16245",130871,1,"No","01","Georgia","No",55
"16246",130871,2,"No","01","Georgia","No",55
"16247",130872,1,"No","01","Georgia","No",55
"16248",130872,2,"No","01","Georgia","No",55
"16249",130872,3,"No","01","Georgia","No",55
"16250",130873,1,"No","01","Georgia","No",0
"16251",130873,2,"No","03","Georgia","No",35
"16252",130874,1,"No","01","Georgia","No",30
"16253",130875,1,"No","01","Georgia","No",55
"16254",130876,1,"No","02","Georgia","No",55
"16255",130876,2,"No","01","Georgia","No",55
"16256",130877,1,"No","01","Georgia","Yes, Too Fast for Conditions",55
"16257",130877,2,"No","02","Georgia","No",55
"16258",130877,3,"No","02","Georgia","No",55
"16259",130877,4,"No","02","South Carolina","No",55
"16260",130878,1,"No","01","Georgia","No",45
"16261",130878,2,"No","01","Georgia","No",45
"16262",130879,1,"No","01","Georgia","No",50
"16263",130880,1,"No","01","Georgia","No",55
"16264",130881,1,"No","02","Georgia","Yes, Exceeded Speed Limit",45
"16265",130882,1,"No","01","Georgia","No",40
"16266",130883,1,"No","01","Georgia","No",45
"16267",130884,1,"No","02","Georgia","No",70
"16268",130884,2,"No","01","Georgia","No",70
"16269",130885,1,"No","01","Georgia","No",70
"16270",130886,1,"No","03","Georgia","No",45
"16271",130887,1,"No","01","Georgia","No",55
"16272",130887,2,"No","01","Georgia","No",55
"16273",130888,1,"No","02","Georgia","No",70
"16274",130888,2,"No","01","Georgia","No",70
"16275",130889,1,"No","01","Georgia","No",35
"16276",130890,1,"No","01","Georgia","No",55
"16277",130890,2,"No","01","Georgia","No",55
"16278",130891,1,"No","01","Georgia","No",65
"16279",130892,1,"No","01","Georgia","No",55
"16280",130892,2,"No","01","Georgia","No",55
"16281",130893,1,"No","01","Georgia","No",55
"16282",130893,2,"No","05","Georgia","No",55
"16283",130893,3,"No","01","Reported as Unknown","No",55
"16284",130894,1,"No","02","Georgia","No",65
"16285",130895,1,"No","01","Georgia","No",50
"16286",130895,2,"No","02","Georgia","No",50
"16287",130896,1,"No","02","Georgia","Yes, Too Fast for Conditions",55
"16288",130897,1,"No","01","Texas","No",70
"16289",130898,1,"Yes","01","Georgia","No",45
"16290",130899,1,"No","01","Georgia","No",55
"16291",130900,1,"No","01","Georgia","No",35
"16292",130900,2,"No","01","Washington","No",45
"16293",130901,1,"No","01","Georgia","No",55
"16294",130902,1,"No","01","South Carolina","No",45
"16295",130902,2,"No","01","Georgia","Yes, Too Fast for Conditions",45
"16296",130903,1,"Yes","Unknown","Not Reported","Reported as Unknown",55
"16297",130904,1,"Yes","01","Georgia","No",45
"16298",130905,1,"No","01","Georgia","No",55
"16299",130906,1,"No","02","Georgia","Yes, Too Fast for Conditions",65
"16300",130907,1,"No","01","Georgia","No",45
"16301",130908,1,"No","01","Georgia","No",55
"16302",130909,1,"No","01","Georgia","No",55
"16303",130910,1,"No","04","Georgia","Yes, Too Fast for Conditions",55
"16304",130911,1,"No","01","Georgia","Yes, Too Fast for Conditions",45
"16305",130911,2,"No","01","Georgia","No",45
"16306",130912,1,"No","01","Georgia","No",35
"16307",130913,1,"No","01","Georgia","No",55
"16308",130914,1,"No","01","Georgia","Yes, Exceeded Speed Limit",65
"16309",130915,1,"No","01","Georgia","No",45
"16310",130915,2,"No","02","Georgia","No",45
"16311",130916,1,"No","01","Georgia","No",45
"16312",130916,2,"No","01","Georgia","No",45
"16313",130917,1,"No","02","Georgia","No",45
"16314",130918,1,"No","01","Georgia","No",45
"16315",130918,2,"No","02","Georgia","No",45
"16316",130919,1,"No","01","Georgia","No",35
"16317",130920,1,"No","01","Georgia","No",35
"16318",130920,2,"No","04","Georgia","No",35
"16319",130921,1,"Yes","Unknown","Reported as Unknown","Reported as Unknown",25
"16320",130921,2,"No","01","Georgia","No",25
"16321",130922,1,"No","01","Georgia","Yes, Exceeded Speed Limit",35
"16322",130922,2,"No","01","Georgia","No",35
"16323",130923,1,"No","01","Georgia","No",55
"16324",130924,1,"No","01","Georgia","No",45
"16325",130924,2,"No","01","Georgia","No",45
"16326",130925,1,"No","01","Georgia","No",45
"16327",130926,1,"No","01","Georgia","No",55
"16328",130926,2,"No","03","Georgia","No",55
"16329",130927,1,"No","03","Georgia","Yes, Too Fast for Conditions",55
"16330",130927,2,"No","01","Georgia","No",55
"16331",130928,1,"No","01","Georgia","No",55
"16332",130929,1,"No","02","Georgia","No",55
"16333",130929,2,"No","02","Georgia","No",65
"16334",130929,3,"No","02","Georgia","No",55
"16335",130930,1,"No","01","Georgia","No",65
"16336",130931,1,"No","04","Georgia","No",55
"16337",130932,1,"No","03","Georgia","Yes, Too Fast for Conditions",70
"16338",130933,1,"No","02","Georgia","Yes, Too Fast for Conditions",70
