"","ST_CASE","VEH_NO","HIT_RUNNAME","NUMOCCSNAME","L_STATENAME","SPEEDRELNAME","VSPD_LIM"
"11195",120353,2,"No","01","Florida","No",45
"11196",120353,3,"No","01","Florida","No",30
"11197",120354,1,"No","01","Florida","No",30
"11198",120354,2,"No","01","Florida","No",50
"11199",120355,1,"No","03","Florida","No",55
"11200",120355,2,"No","02","Florida","No",55
"11201",120356,1,"No","01","Florida","No",65
"11202",120356,2,"No","01","Florida","No",65
"11203",120356,3,"No","01","New York","No",65
"11204",120356,4,"No","01","Florida","No",65
"11205",120356,5,"No","01","Florida","No",65
"11206",120356,6,"No","01","Florida","No",65
"11207",120357,1,"No","02","Florida","No",0
"11208",120357,2,"No","02","Florida","No",35
"11209",120358,1,"No","01","Florida","No",35
"11210",120359,1,"No","01","Florida","No",40
"11211",120360,1,"No","01","Florida","No",40
"11212",120361,1,"No","02","Illinois","No",40
"11213",120362,1,"No","01","Maryland","Yes, Exceeded Speed Limit",45
"11214",120363,1,"No","01","Florida","No",45
"11215",120363,2,"No","01","Florida","No",45
"11216",120364,1,"No","02","Florida","No",70
"11217",120365,1,"No","01","Florida","No",35
"11218",120366,1,"No","01","Florida","Yes, Exceeded Speed Limit",35
"11219",120366,2,"No","01","Florida","No",35
"11220",120367,1,"No","02","Florida","No",60
"11221",120367,2,"No","01","Florida","No",60
"11222",120367,3,"No","01","Florida","No",45
"11223",120368,1,"No","02","Florida","No",55
"11224",120369,1,"No","01","Florida","No",65
"11225",120369,2,"No","02","Florida","No",65
"11226",120370,1,"No","02","Florida","No",45
"11227",120370,2,"No","01","Florida","No",45
"11228",120371,1,"Yes","Unknown","Reported as Unknown","No",25
"11229",120372,1,"No","02","Florida","No",40
"11230",120372,2,"No","01","Florida","No",40
"11231",120373,1,"No","01","Florida","No",25
"11232",120374,1,"No","01","Georgia","No",45
"11233",120374,2,"No","01","Florida","No",45
"11234",120374,3,"No","02","Florida","No",45
"11235",120375,1,"No","01","Florida","No",45
"11236",120376,1,"No","03","Florida","No",65
"11237",120376,2,"No","01","Florida","No",65
"11238",120377,1,"No","01","Florida","No",45
"11239",120377,2,"No","02","North Carolina","No",45
"11240",120377,3,"No","01","Florida","No",45
"11241",120378,1,"No","01","Florida","No",65
"11242",120378,2,"No","02","New York","No",65
"11243",120379,1,"Yes","Unknown","Pennsylvania","Yes, Exceeded Speed Limit",25
"11244",120380,1,"No","01","Florida","No",45
"11245",120382,1,"No","01","Florida","No",70
"11246",120382,3,"No","01","Florida","No",70
"11247",120382,4,"No","01","Florida","No",70
"11248",120382,5,"No","01","Florida","No",70
"11249",120382,6,"No","01","Florida","No",70
"11250",120382,7,"No","01","Florida","No",70
"11251",120383,1,"No","04","Florida","No",55
"11252",120384,1,"No","01","Florida","No",45
"11253",120384,2,"No","02","Florida","No",45
"11254",120384,3,"No","01","Ohio","No",45
"11255",120385,1,"No","01","Florida","No",55
"11256",120385,2,"No","01","Florida","No",55
"11257",120386,1,"No","01","Florida","No",30
"11258",120386,2,"No","01","Florida","No",35
"11259",120387,1,"No","01","Florida","No",55
"11260",120387,2,"Yes","Unknown","Reported as Unknown","No",55
"11261",120388,1,"Yes","Unknown","Florida","No",45
"11262",120389,1,"No","05","Florida","No",45
"11263",120390,1,"No","01","Florida","No",45
"11264",120391,1,"No","02","Florida","No",55
"11265",120392,1,"No","01","Florida","No",0
"11266",120392,2,"No","01","Florida","Yes, Exceeded Speed Limit",50
"11267",120393,1,"No","01","Florida","No",65
"11268",120394,1,"No","01","Florida","No",45
"11269",120395,1,"No","01","Florida","No",35
"11270",120395,2,"No","01","Florida","No",55
"11271",120396,1,"No","01","Florida","No",60
"11272",120396,2,"No","01","Florida","No",60
"11273",120397,1,"No","01","Florida","No",70
"11274",120397,2,"No","01","Florida","No",70
"11275",120398,1,"No","02","Florida","No",70
"11276",120398,2,"No","01","Florida","No",70
"11277",120399,1,"No","02","Florida","No",35
"11278",120400,1,"No","01","Florida","No",45
"11279",120401,1,"Yes","01","Florida","No",35
"11280",120402,1,"No","01","Florida","Yes, Exceeded Speed Limit",35
"11281",120403,1,"No","02","Florida","No",45
"11282",120404,1,"No","01","Florida","No",40
"11283",120404,2,"No","01","Florida","No",40
"11284",120405,1,"No","01","Florida","No",35
"11285",120405,2,"No","01","Reported as Unknown","No",35
"11286",120406,1,"No","02","Florida","No",60
"11287",120407,1,"No","01","Florida","No",40
"11288",120408,1,"No","04","Florida","No",70
"11289",120409,1,"No","01","Florida","No",30
"11290",120409,2,"No","02","Florida","No",30
"11291",120410,1,"No","01","Florida","No",70
"11292",120411,1,"Yes","Unknown","Reported as Unknown","No",65
"11293",120412,1,"No","01","Florida","No",35
"11294",120413,1,"No","01","Florida","No",65
"11295",120414,1,"No","02","Florida","Yes, Exceeded Speed Limit",55
"11296",120415,1,"No","01","Florida","No",55
"11297",120416,1,"No","01","Florida","No",60
"11298",120417,1,"No","01","Florida","No",35
"11299",120418,1,"No","01","Florida","No",45
"11300",120418,2,"No","02","Florida","No",45
"11301",120419,1,"No","01","Florida","No",45
"11302",120420,1,"No","02","Florida","No",25
"11303",120420,2,"No","01","Florida","No",35
"11304",120421,1,"No","01","Florida","No",10
"11305",120422,1,"No","01","Florida","No",60
"11306",120423,1,"No","01","Louisiana","No",45
"11307",120423,2,"No","02","Kentucky","No",45
"11308",120424,1,"No","01","Florida","No",35
"11309",120424,2,"No","01","Florida","No",35
"11310",120425,1,"No","01","Florida","No",55
"11311",120426,1,"No","01","Florida","No",60
"11312",120427,1,"No","01","Florida","No",55
"11313",120427,2,"No","01","Florida","No",55
"11314",120428,1,"No","01","Florida","No",55
"11315",120429,1,"No","01","Florida","No",55
"11316",120430,1,"No","01","Florida","No",30
"11317",120431,1,"Yes","Unknown","Reported as Unknown","No",35
"11318",120432,1,"No","01","Florida","No",65
"11319",120433,1,"No","01","Florida","No",50
"11320",120433,2,"No","04","Florida","No",35
"11321",120434,1,"No","01","New York","No",45
"11322",120435,1,"No","01","Florida","No",70
"11323",120435,2,"No","08","Massachusetts","No",70
"11324",120435,3,"No","01","Florida","No",70
"11325",120435,4,"No","01","Florida","No",70
"11326",120436,1,"No","01","Florida","Yes, Too Fast for Conditions",65
"11327",120437,1,"No","01","Florida","No",45
"11328",120437,2,"Yes","Unknown","Reported as Unknown","No",45
"11329",120437,3,"Yes","Unknown","Reported as Unknown","No",45
"11330",120438,1,"No","01","Florida","No",35
"11331",120438,2,"No","02","Florida","No",35
"11332",120439,1,"No","01","Florida","No",40
"11333",120439,2,"No","01","Florida","No",40
"11334",120439,3,"No","01","Florida","No",40
"11335",120440,1,"No","01","Florida","No",40
"11336",120441,1,"No","01","Florida","No",35
"11337",120441,2,"No","01","Florida","No",35
"11338",120442,1,"No","01","Florida","No",50
"11339",120442,2,"No","01","Florida","No",98
"11340",120443,1,"No","01","Florida","No",35
"11341",120444,1,"No","01","Florida","No",45
"11342",120444,2,"No","01","Florida","No",45
"11343",120445,1,"No","05","Florida","No",25
"11344",120446,1,"No","01","Florida","No",45
"11345",120446,2,"No","01","Florida","No",45
"11346",120446,3,"No","01","Florida","No",25
"11347",120447,1,"No","01","Florida","No",25
"11348",120447,2,"No","01","Florida","No",40
"11349",120448,1,"No","01","Florida","No",50
"11350",120448,2,"No","04","Florida","No",50
"11351",120448,3,"No","01","Florida","No",50
"11352",120449,1,"No","01","Florida","No",25
"11353",120449,2,"No","03","Florida","No",40
"11354",120450,1,"No","01","Florida","No",45
"11355",120450,2,"No","01","Florida","No",45
"11356",120451,1,"Yes","02","Florida","No",30
"11357",120451,2,"No","01","Florida","No",40
"11358",120452,1,"No","01","Florida","No",60
"11359",120452,2,"No","01","Georgia","No",60
"11360",120453,1,"No","01","Florida","No",50
"11361",120454,1,"No","01","Florida","No",45
"11362",120455,1,"No","01","Florida","No",35
"11363",120455,2,"No","01","Florida","No",45
"11364",120455,3,"No","01","Florida","No",45
"11365",120456,1,"No","01","Florida","No",65
"11366",120457,1,"Yes","Unknown","Reported as Unknown","No",50
"11367",120457,2,"No","01","Florida","No",50
"11368",120458,1,"No","02","Florida","No",0
"11369",120458,2,"No","01","Florida","No",55
"11370",120459,1,"No","02","Florida","No",30
"11371",120460,1,"No","01","Florida","No",98
"11372",120461,1,"No","01","Florida","No",98
"11373",120461,2,"No","01","Florida","No",98
"11374",120462,1,"No","01","Florida","No",65
"11375",120463,1,"No","01","Florida","No",30
"11376",120463,2,"No","01","Florida","Yes, Exceeded Speed Limit",30
"11377",120464,1,"No","05","Florida","No",55
"11378",120465,1,"No","01","Florida","No",45
"11379",120465,2,"No","04","Florida","No",45
"11380",120466,1,"No","02","Florida","No",65
"11381",120467,1,"No","01","Florida","Yes, Exceeded Speed Limit",70
"11382",120468,1,"No","01","Florida","No",45
"11383",120469,1,"No","02","New York","No",50
"11384",120469,2,"No","01","Missouri","No",50
"11385",120469,3,"No","01","Missouri","No",50
"11386",120470,1,"No","01","Florida","No",70
"11387",120471,1,"No","01","Florida","No",55
"11388",120471,2,"No","02","Pennsylvania","No",55
"11389",120471,3,"No","01","Florida","No",55
"11390",120471,4,"No","01","Florida","No",55
"11391",120472,1,"No","01","Florida","No",55
"11392",120472,2,"No","01","Florida","No",55
"11393",120473,1,"No","02","Florida","No",45
"11394",120474,1,"No","01","Florida","No",35
"11395",120474,2,"No","01","Florida","No",35
"11396",120475,1,"No","01","Connecticut","Yes, Exceeded Speed Limit",35
"11397",120475,2,"No","01","Florida","No",35
"11398",120476,1,"No","01","Florida","No",55
"11399",120476,2,"No","01","Florida","No",55
"11400",120477,1,"No","02","Florida","No",45
"11401",120477,2,"No","01","Florida","No",45
"11402",120478,1,"No","02","Florida","No",35
"11403",120479,1,"No","01","Florida","No",45
"11404",120479,2,"No","04","Florida","No",45
"11405",120480,1,"Yes","Unknown","Florida","No",70
"11406",120480,2,"No","01","Florida","No",70
"11407",120481,1,"No","01","Florida","No",65
"11408",120481,2,"No","01","Florida","No",65
"11409",120481,3,"No","03","Florida","No",65
"11410",120482,1,"Yes","Unknown","Florida","No",60
"11411",120483,1,"No","01","Florida","Yes, Exceeded Speed Limit",30
"11412",120484,1,"No","01","Canada","No",55
"11413",120484,2,"No","01","Florida","No",55
"11414",120485,1,"No","03","Florida","No",45
"11415",120485,2,"No","01","Florida","No",45
"11416",120485,3,"No","02","Florida","No",30
"11417",120486,1,"No","01","Florida","No",35
"11418",120486,2,"No","01","Florida","No",35
"11419",120487,1,"No","01","Florida","No",45
"11420",120487,2,"No","01","Florida","No",45
"11421",120488,1,"No","01","Florida","No",60
"11422",120488,2,"No","01","Florida","No",60
"11423",120490,1,"No","01","Florida","No",25
"11424",120491,1,"No","01","Florida","No",45
"11425",120491,2,"No","01","Florida","No",45
"11426",120492,1,"No","01","Florida","No",70
"11427",120492,2,"No","01","Florida","No",70
"11428",120492,3,"No","01","Florida","No",70
"11429",120493,1,"No","01","Florida","No",55
"11430",120493,2,"No","01","Florida","No",55
"11431",120494,1,"No","01","Florida","No",70
"11432",120494,2,"No","01","Florida","No",70
"11433",120496,1,"No","01","Ohio","No",55
"11434",120496,2,"No","01","Florida","No",55
"11435",120497,1,"No","01","Florida","No",55
"11436",120497,2,"No","01","Vermont","No",55
"11437",120498,1,"No","01","Florida","No",35
"11438",120499,1,"No","01","Florida","Yes, Exceeded Speed Limit",45
"11439",120499,2,"No","01","Florida","No",45
"11440",120500,1,"No","03","Florida","No",65
"11441",120501,1,"No","01","Florida","No",65
"11442",120501,2,"No","01","North Carolina","No",65
"11443",120501,3,"No","01","Florida","No",65
"11444",120501,4,"No","01","Florida","No",65
"11445",120502,1,"No","01","Florida","No",65
"11446",120503,1,"No","02","Florida","No",40
"11447",120503,2,"No","01","Florida","Yes, Too Fast for Conditions",40
"11448",120504,1,"No","02","Florida","No",30
"11449",120504,2,"No","01","Florida","No",30
"11450",120505,1,"No","05","Florida","No",15
"11451",120505,2,"No","02","Florida","No",65
"11452",120506,1,"No","01","Florida","No",45
"11453",120506,2,"No","01","Florida","No",45
"11454",120507,1,"No","01","Florida","Yes, Exceeded Speed Limit",45
"11455",120508,1,"No","01","Florida","No",45
"11456",120508,2,"No","01","Florida","No",45
"11457",120509,1,"No","01","Florida","No",45
"11458",120510,1,"No","01","Florida","No",98
"11459",120511,1,"No","01","Florida","No",45
"11460",120511,2,"No","01","Florida","No",45
"11461",120512,1,"No","01","Florida","No",45
"11462",120513,1,"No","01","Florida","No",50
"11463",120514,1,"No","01","Florida","No",30
"11464",120515,1,"No","01","Florida","No",50
"11465",120515,2,"No","01","Florida","No",50
"11466",120515,3,"No","01","Florida","No",50
"11467",120516,1,"No","01","Florida","No",45
"11468",120516,2,"No","03","Florida","No",45
"11469",120517,1,"No","01","Florida","No",40
"11470",120517,2,"No","01","Florida","Yes, Exceeded Speed Limit",40
"11471",120518,1,"No","01","Florida","No",15
"11472",120519,1,"No","01","Florida","No",45
"11473",120519,2,"No","01","Florida","No",45
"11474",120520,1,"No","01","Florida","No",45
"11475",120521,1,"No","02","New York","No",45
"11476",120521,2,"No","01","Florida","No",45
"11477",120522,1,"No","01","Florida","No",50
"11478",120523,1,"No","02","Florida","No",50
"11479",120524,1,"No","01","Florida","No",45
"11480",120524,2,"No","01","Florida","No",45
"11481",120525,1,"No","01","Florida","No",50
"11482",120525,2,"No","01","Florida","No",50
"11483",120525,3,"No","03","Florida","No",50
"11484",120526,1,"No","01","Florida","No",98
"11485",120527,1,"No","None","No Driver Present/Unknown if Driver Present","No Driver Present/Unknown if Driver Present",70
"11486",120527,2,"No","01","Florida","No",70
"11487",120528,1,"No","01","Pennsylvania","Yes, Too Fast for Conditions",50
"11488",120528,2,"No","01","Florida","No",65
"11489",120529,1,"No","01","Florida","Yes, Too Fast for Conditions",30
"11490",120529,2,"No","01","Florida","No",40
"11491",120530,1,"No","None","No Driver Present/Unknown if Driver Present","No Driver Present/Unknown if Driver Present",70
"11492",120530,2,"No","01","Florida","No",70
"11493",120536,1,"No","01","Florida","Yes, Exceeded Speed Limit",70
"11494",120536,2,"No","03","Texas","No",70
"11495",120536,3,"No","01","Florida","No",70
"11496",120536,4,"No","01","Florida","No",70
"11497",120537,1,"No","01","Florida","No",40
"11498",120538,1,"No","03","Florida","No",30
"11499",120539,1,"No","01","Florida","No",55
"11500",120540,1,"No","01","Florida","No",45
"11501",120540,2,"No","02","Florida","No",45
"11502",120541,1,"No","01","Florida","No",45
"11503",120542,1,"No","02","Florida","No",45
"11504",120543,1,"No","01","Florida","No",55
"11505",120543,2,"No","01","Florida","No",55
"11506",120544,1,"No","02","Florida","No",35
"11507",120545,1,"No","01","Florida","No",55
"11508",120545,2,"No","01","Florida","No",55
"11509",120546,1,"No","01","Florida","No",30
"11510",120546,2,"No","01","Florida","No",50
"11511",120547,1,"No","01","Florida","No",35
"11512",120548,1,"No","02","Florida","No",60
"11513",120550,1,"No","01","Florida","No",65
"11514",120551,1,"Yes","Unknown","Florida","No",45
"11515",120552,1,"No","01","Florida","No",45
"11516",120552,2,"No","01","Florida","No",45
"11517",120553,1,"No","02","Florida","Yes, Too Fast for Conditions",25
"11518",120554,1,"No","01","Florida","No",45
"11519",120555,1,"No","01","North Carolina","No",35
"11520",120556,1,"No","01","Florida","No",45
"11521",120556,2,"No","01","Florida","No",45
"11522",120557,1,"No","01","Florida","Yes, Exceeded Speed Limit",45
"11523",120557,2,"No","03","Texas","No",45
"11524",120558,1,"No","02","Florida","No",55
"11525",120559,1,"No","01","Florida","No",40
"11526",120560,1,"No","01","Florida","No",50
"11527",120561,1,"No","01","Florida","No",70
"11528",120561,2,"No","01","Florida","No",70
"11529",120561,3,"No","01","Florida","No",70
"11530",120561,4,"No","01","Florida","No",70
"11531",120561,5,"No","01","Florida","No",70
"11532",120562,1,"No","03","Florida","No",55
"11533",120562,2,"No","01","Florida","No",55
"11534",120563,1,"No","02","North Carolina","No",35
"11535",120564,1,"No","01","Florida","No",45
"11536",120565,1,"No","01","Florida","Yes, Exceeded Speed Limit",45
"11537",120565,2,"No","01","Florida","No",45
"11538",120565,3,"No","03","Florida","No",45
"11539",120566,1,"No","01","Florida","Yes, Exceeded Speed Limit",45
"11540",120567,1,"No","01","Florida","No",40
"11541",120568,1,"No","02","Florida","No",45
"11542",120569,1,"No","01","Florida","No",65
"11543",120570,1,"No","01","Florida","Yes, Exceeded Speed Limit",45
"11544",120571,1,"No","None","No Driver Present/Unknown if Driver Present","No Driver Present/Unknown if Driver Present",30
"11545",120572,1,"No","02","Florida","No",70
"11546",120573,1,"No","01","Florida","No",45
"11547",120574,1,"No","02","Florida","No",45
"11548",120575,1,"No","01","Florida","No",35
"11549",120575,2,"No","01","Florida","No",35
"11550",120576,1,"No","01","Florida","No",35
"11551",120577,1,"No","01","Florida","No",45
"11552",120577,2,"No","05","Florida","No",45
"11553",120579,1,"Yes","Unknown","Reported as Unknown","No",60
"11554",120580,1,"No","01","Florida","No",35
"11555",120580,2,"No","04","Florida","No",35
"11556",120581,1,"No","02","Florida","No",35
"11557",120582,1,"No","01","Florida","No",60
"11558",120582,2,"No","01","Florida","No",60
"11559",120582,3,"No","01","Florida","No",60
"11560",120582,4,"No","01","Florida","No",60
"11561",120583,1,"No","02","Florida","No",30
"11562",120584,1,"No","02","Florida","No",35
"11563",120585,1,"No","01","Florida","No",45
"11564",120585,2,"No","01","Florida","No",45
"11565",120586,1,"No","01","Florida","No",0
"11566",120587,1,"No","01","Florida","No",45
"11567",120589,1,"No","01","Florida","No",10
"11568",120590,1,"No","01","Florida","No",45
"11569",120591,1,"No","01","Florida","No",40
"11570",120591,2,"No","01","Florida","No",40
"11571",120592,1,"No","01","Florida","No",45
"11572",120592,2,"No","01","Florida","No",45
"11573",120593,1,"No","01","Florida","No",40
"11574",120593,2,"No","01","Florida","No",40
"11575",120594,1,"No","01","Florida","No",0
"11576",120594,2,"No","01","Florida","No",50
"11577",120596,1,"No","01","Florida","No",45
"11578",120598,1,"No","01","Florida","No",55
"11579",120599,1,"No","01","Florida","No",30
"11580",120600,1,"No","01","Florida","No",45
"11581",120600,2,"No","01","Florida","No",45
"11582",120601,1,"No","02","Florida","Yes, Too Fast for Conditions",45
"11583",120602,1,"No","02","Vermont","No",0
"11584",120602,2,"No","01","Florida","No",45
"11585",120603,1,"No","02","Texas","No",45
"11586",120604,1,"No","02","Florida","No",35
"11587",120606,1,"No","01","Florida","No",45
"11588",120607,1,"No","02","Connecticut","No",50
"11589",120607,2,"No","01","Florida","No",45
"11590",120608,1,"No","01","Florida","No",60
"11591",120609,1,"No","02","Florida","No",35
"11592",120611,1,"No","01","Florida","No",0
"11593",120614,1,"No","01","Florida","Yes, Exceeded Speed Limit",45
"11594",120614,2,"No","01","Florida","No",45
"11595",120615,1,"No","02","Florida","No",45
"11596",120616,1,"No","01","Florida","No",40
"11597",120617,1,"No","01","Florida","No",60
"11598",120617,2,"No","04","Florida","No",60
"11599",120618,1,"No","01","Florida","No",45
"11600",120619,1,"No","01","Florida","No",55
"11601",120619,2,"No","04","Florida","No",55
"11602",120620,1,"No","01","Florida","No",45
"11603",120621,1,"No","01","Florida","No",45
"11604",120622,1,"No","01","Florida","No",70
"11605",120622,2,"No","01","Florida","No",70
"11606",120622,3,"No","01","Florida","No",70
"11607",120622,4,"No","01","Florida","No",70
"11608",120623,1,"No","02","Florida","No",45
"11609",120624,1,"No","01","Florida","No",98
"11610",120625,1,"No","01","Florida","No",45
"11611",120625,2,"No","02","Florida","No",45
"11612",120626,1,"No","04","Florida","No",55
"11613",120626,2,"No","03","Florida","No",55
"11614",120627,1,"No","02","Florida","No",25
"11615",120628,1,"No","01","Florida","No",55
"11616",120629,1,"No","01","Florida","No",55
"11617",120630,1,"No","02","Florida","No",45
"11618",120630,2,"No","02","Florida","No",45
"11619",120631,1,"No","01","Florida","No",45
"11620",120632,1,"No","01","Washington","No",55
"11621",120633,1,"No","03","Florida","No",45
"11622",120634,1,"No","01","Rhode Island","No",35
"11623",120634,2,"No","01","Florida","No",35
"11624",120635,1,"No","01","Florida","Yes, Too Fast for Conditions",25
"11625",120636,1,"No","02","Florida","No",50
"11626",120636,2,"No","01","Florida","No",50
"11627",120639,1,"No","02","Florida","No",35
"11628",120640,1,"No","01","Florida","No",45
"11629",120640,2,"No","03","South Dakota","No",45
"11630",120641,1,"No","01","Florida","No",35
"11631",120642,1,"No","02","Florida","No",45
"11632",120642,2,"No","02","Florida","No",30
"11633",120642,3,"No","03","Florida","No",45
"11634",120643,1,"No","02","South Carolina","No",55
"11635",120644,1,"No","01","Florida","Yes, Exceeded Speed Limit",55
"11636",120645,1,"No","01","Florida","No",55
"11637",120645,2,"No","01","Florida","No",55
"11638",120646,1,"No","02","Florida","No",70
"11639",120648,1,"No","01","Florida","No",55
"11640",120649,1,"No","03","Florida","No",55
"11641",120650,1,"No","01","Florida","No",50
"11642",120651,1,"No","01","Florida","No",35
"11643",120652,1,"No","01","Florida","No",65
"11644",120653,1,"No","02","Florida","No",65
"11645",120653,2,"No","03","Florida","No",65
"11646",120653,3,"No","01","Florida","No",65
"11647",120653,4,"No","01","Florida","No",65
"11648",120654,1,"No","01","Canada","No",45
"11649",120655,1,"No","01","Florida","No",65
"11650",120655,2,"No","02","Texas","No",65
"11651",120656,1,"No","01","Florida","No",45
"11652",120657,1,"No","02","Florida","No",35
"11653",120658,1,"No","02","Florida","No",45
"11654",120659,1,"No","02","Florida","No",60
"11655",120660,1,"No","01","Florida","No",65
"11656",120660,2,"No","01","Florida","No",65
"11657",120661,1,"No","01","Florida","No",50
"11658",120661,2,"No","01","Florida","No",50
"11659",120661,3,"No","02","Florida","No",50
"11660",120662,1,"No","02","Arizona","No",45
"11661",120662,2,"No","01","Florida","No",45
"11662",120663,1,"No","01","New York","No",70
"11663",120664,1,"No","01","Ohio","No",30
"11664",120664,2,"No","02","Florida","No",30
"11665",120665,1,"No","01","Florida","No",45
"11666",120666,1,"No","01","Florida","No",25
"11667",120666,2,"No","03","Florida","Yes, Exceeded Speed Limit",25
"11668",120667,1,"No","01","Florida","No",55
"11669",120667,2,"No","01","Florida","No",55
"11670",120667,3,"No","01","Florida","No",55
"11671",120668,1,"No","01","Florida","Yes, Exceeded Speed Limit",55
"11672",120668,2,"No","02","Florida","No",55
"11673",120669,1,"No","01","Florida","No",65
"11674",120670,1,"No","01","Florida","No",45
"11675",120672,1,"Yes","Unknown","Reported as Unknown","Reported as Unknown",35
"11676",120673,1,"No","01","Florida","No",40
"11677",120673,2,"No","01","Florida","No",40
"11678",120674,1,"No","02","Florida","No",60
"11679",120675,1,"No","01","Florida","No",55
"11680",120675,2,"No","01","Florida","No",45
"11681",120676,1,"No","01","Florida","No",45
"11682",120677,1,"No","01","Florida","No",60
"11683",120679,1,"Yes","Unknown","Not Reported","No",45
"11684",120680,1,"No","01","Florida","No",65
"11685",120680,2,"No","01","South Carolina","No",65
"11686",120681,1,"No","01","Florida","No",25
"11687",120681,2,"No","01","Florida","No",35
"11688",120682,1,"No","01","Florida","No",45
"11689",120683,1,"No","01","No Driver Present/Unknown if Driver Present","No Driver Present/Unknown if Driver Present",15
"11690",120684,1,"No","01","Florida","No",70
"11691",120685,1,"No","01","Florida","No",30
"11692",120686,1,"No","01","Florida","No",45
"11693",120686,2,"No","01","Florida","No",45
"11694",120688,1,"No","01","Florida","No",50
"11695",120689,1,"No","01","Florida","No",45
"11696",120690,1,"No","01","Florida","No",35
"11697",120690,2,"No","01","Florida","No",40
"11698",120690,3,"No","01","Florida","No",40
"11699",120691,1,"No","01","Florida","No",55
"11700",120692,1,"No","01","Florida","No",45
"11701",120692,2,"No","01","Florida","No",45
"11702",120694,1,"No","01","Florida","No",60
"11703",120694,2,"No","02","Florida","No",60
"11704",120696,1,"No","02","Florida","No",45
"11705",120696,2,"No","01","Florida","No",45
"11706",120697,1,"No","01","Florida","No",55
"11707",120697,2,"No","01","Michigan","No",55
"11708",120698,1,"No","02","Florida","No",55
"11709",120699,1,"No","02","Florida","No",45
"11710",120699,2,"No","01","Florida","No",45
"11711",120700,1,"No","01","Pennsylvania","No",45
"11712",120701,1,"No","01","Florida","No",45
"11713",120702,1,"No","03","Reported as Unknown","No",98
"11714",120702,2,"No","01","Florida","No",45
"11715",120703,1,"No","02","Alabama","No",50
"11716",120704,1,"No","01","Florida","No",55
"11717",120705,1,"Yes","02","Florida","No",45
"11718",120706,1,"No","01","Florida","No",35
"11719",120707,1,"No","01","Florida","No",30
"11720",120708,1,"No","01","Florida","No",35
"11721",120709,1,"No","02","Florida","No",30
"11722",120710,1,"No","01","Florida","No",55
"11723",120711,1,"No","01","Florida","No",35
"11724",120712,1,"No","01","Indiana","No",40
"11725",120713,1,"No","01","Florida","No",50
"11726",120713,2,"No","01","Florida","No",50
"11727",120714,1,"No","03","Florida","No",60
"11728",120715,1,"No","02","Florida","No",30
"11729",120716,1,"No","01","Florida","No",15
"11730",120716,2,"No","01","Florida","No",55
"11731",120717,1,"No","02","Florida","No",45
"11732",120718,1,"No","02","Illinois","No",45
"11733",120718,2,"No","02","Florida","No",35
"11734",120719,1,"No","02","Florida","No",45
"11735",120720,1,"No","01","Florida","No",45
"11736",120720,2,"No","01","Florida","No",45
"11737",120721,1,"No","01","Florida","No",30
"11738",120721,2,"No","01","Florida","No",30
"11739",120722,1,"No","05","Florida","No",55
"11740",120723,1,"No","01","Florida","No",60
"11741",120723,2,"No","01","Florida","No",60
"11742",120723,3,"No","01","Florida","No",60
"11743",120725,1,"No","02","Florida","No",35
"11744",120726,1,"No","01","Florida","No",70
"11745",120727,1,"No","01","Florida","No",35
"11746",120728,1,"No","01","Utah","Yes, Exceeded Speed Limit",65
"11747",120729,1,"No","02","Florida","No",55
"11748",120730,1,"Yes","Unknown","Florida","No",45
"11749",120731,1,"Yes","Unknown","Not Reported","No",55
"11750",120731,2,"No","03","Florida","No",55
"11751",120732,1,"No","01","Florida","No",50
"11752",120732,2,"No","01","Florida","No",50
"11753",120733,1,"No","01","Florida","No",55
"11754",120734,1,"No","01","Florida","No",30
"11755",120735,1,"Yes","01","Florida","No",45
"11756",120736,1,"No","01","Florida","No",55
"11757",120736,2,"No","01","Florida","No",55
"11758",120736,3,"No","01","Florida","No",35
"11759",120737,1,"No","01","Louisiana","No",40
"11760",120738,1,"No","02","Florida","No",98
"11761",120738,2,"No","01","Florida","No",45
"11762",120738,3,"No","01","Florida","No",45
"11763",120739,1,"No","01","Florida","Yes, Exceeded Speed Limit",35
"11764",120739,2,"No","01","Florida","No",35
"11765",120740,1,"No","01","Florida","Yes, Exceeded Speed Limit",60
"11766",120741,1,"No","01","Florida","No",45
"11767",120741,2,"No","01","Florida","No",45
"11768",120742,1,"No","01","Virginia","No",60
"11769",120742,2,"No","01","Florida","No",60
"11770",120743,1,"No","02","Florida","No",55
"11771",120744,1,"No","01","Florida","No",45
"11772",120744,2,"No","01","Florida","No",45
"11773",120745,1,"No","01","Florida","Yes, Exceeded Speed Limit",40
"11774",120745,2,"No","01","Florida","No",30
"11775",120746,1,"No","01","Florida","No",65
"11776",120746,2,"No","02","Florida","No",65
"11777",120747,1,"No","01","Florida","No",45
"11778",120747,2,"No","01","Florida","No",45
"11779",120748,1,"No","01","Florida","No",35
"11780",120749,1,"No","01","Florida","No",40
"11781",120750,1,"No","01","Florida","No",45
"11782",120751,1,"No","01","Michigan","No",65
"11783",120752,1,"No","01","Florida","No",50
"11784",120753,1,"No","01","Florida","No",45
"11785",120753,2,"No","01","Florida","No",30
"11786",120754,1,"No","01","New York","No",45
"11787",120755,1,"No","01","Florida","No",70
"11788",120755,2,"No","01","Florida","No",70
"11789",120756,1,"No","01","Florida","No",45
"11790",120757,1,"No","01","Florida","No",55
"11791",120757,2,"No","01","Florida","No",55
